file,category,super_category,target,transcription,processed,is_hallucination,is_looping,boh_matches,char_count,word_count
1-13572-A-46.wav,church_bells,exterior,46,© BF-WATCH TV 2021,© BF-WATCH TV 2021,True,False,[],18,4
1-13613-A-37.wav,clock_alarm,interior,37,Thank you.,,True,False,"['thank you', 'you']",10,2
1-137-A-32.wav,keyboard_typing,interior,32,,,False,False,[],0,0
1-137296-A-16.wav,wind,natural,16,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-14262-A-37.wav,clock_alarm,interior,37,Thank you.,,True,False,"['thank you', 'you']",10,2
1-155858-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-155858-B-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-155858-C-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-155858-D-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-155858-E-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-155858-F-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-15689-A-4.wav,frog,animals,4,"Caw, caw, caw.","Caw, caw, caw.",True,False,[],14,3
1-15689-B-4.wav,frog,animals,4,,,False,False,[],0,0
1-160563-A-48.wav,fireworks,exterior,48,,,False,False,[],0,0
1-160563-B-48.wav,fireworks,exterior,48,Thank you.,,True,False,"['thank you', 'you']",10,2
1-16568-A-3.wav,cow,animals,3,BLEEEEEH!,BLEEEEEH!,True,False,[],9,1
1-16746-A-15.wav,water_drops,natural,15,Oh,Oh,True,False,[],2,1
1-17092-A-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
1-17092-B-27.wav,brushing_teeth,human_non_speech,27,Thank you.,,True,False,"['thank you', 'you']",10,2
1-17124-A-43.wav,car_horn,exterior,43,,,False,False,[],0,0
1-17150-A-12.wav,crackling_fire,natural,12,,,False,False,[],0,0
1-172649-A-40.wav,helicopter,exterior,40,Thank you.,,True,False,"['thank you', 'you']",10,2
1-172649-B-40.wav,helicopter,exterior,40,,,False,False,[],0,0
1-172649-C-40.wav,helicopter,exterior,40,Thank you.,,True,False,"['thank you', 'you']",10,2
1-172649-D-40.wav,helicopter,exterior,40,Thank you.,,True,False,"['thank you', 'you']",10,2
1-172649-E-40.wav,helicopter,exterior,40,Thank you.,,True,False,"['thank you', 'you']",10,2
1-172649-F-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-17295-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
1-17367-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-17565-A-12.wav,crackling_fire,natural,12,,,False,False,[],0,0
1-17585-A-7.wav,insects,animals,7,,,False,False,[],0,0
1-17742-A-12.wav,crackling_fire,natural,12,,,False,False,[],0,0
1-17808-A-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
1-17808-B-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
1-1791-A-26.wav,laughing,human_non_speech,26,,,False,False,[],0,0
1-17970-A-4.wav,frog,animals,4,,,False,False,[],0,0
1-18074-A-6.wav,hen,animals,6,,,False,False,[],0,0
1-18074-B-6.wav,hen,animals,6,,,False,False,[],0,0
1-181071-A-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-181071-B-40.wav,helicopter,exterior,40,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-18527-A-44.wav,engine,exterior,44,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-18527-B-44.wav,engine,exterior,44,,,False,False,[],0,0
1-18631-A-23.wav,breathing,human_non_speech,23,.,.,True,False,[],1,1
1-18655-A-31.wav,mouse_click,interior,31,,,False,False,[],0,0
1-187207-A-20.wav,crying_baby,human_non_speech,20,Oh,Oh,True,False,[],2,1
1-18755-A-4.wav,frog,animals,4,,,False,False,[],0,0
1-18755-B-4.wav,frog,animals,4,,,False,False,[],0,0
1-18757-A-4.wav,frog,animals,4,,,False,False,[],0,0
1-18810-A-49.wav,hand_saw,exterior,49,.,.,True,False,[],1,1
1-19026-A-43.wav,car_horn,exterior,43,,,False,False,[],0,0
1-19111-A-24.wav,coughing,human_non_speech,24,"Cough, cough, cough.","Cough, cough, cough.",True,False,[],20,3
1-19118-A-24.wav,coughing,human_non_speech,24,,,False,False,[],0,0
1-19501-A-7.wav,insects,animals,7,,,False,False,[],0,0
1-196660-A-8.wav,sheep,animals,8,,,False,False,[],0,0
1-196660-B-8.wav,sheep,animals,8,,,False,False,[],0,0
1-19840-A-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
1-19872-A-36.wav,vacuum_cleaner,interior,36,Thank you.,,True,False,"['thank you', 'you']",10,2
1-19872-B-36.wav,vacuum_cleaner,interior,36,.,.,True,False,[],1,1
1-19898-A-41.wav,chainsaw,exterior,41,.,.,True,False,[],1,1
1-19898-B-41.wav,chainsaw,exterior,41,,,False,False,[],0,0
1-19898-C-41.wav,chainsaw,exterior,41,,,False,False,[],0,0
1-20133-A-39.wav,glass_breaking,interior,39,,,False,False,[],0,0
1-202111-A-3.wav,cow,animals,3,Grrrr Grrrr,Grrrr Grrrr,True,False,[],11,2
1-20545-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-20736-A-18.wav,toilet_flush,natural,18,"Leave theоронhead fillet stalls,","Leave оронhead fillet stalls,",True,False,['the'],32,4
1-208757-A-2.wav,pig,animals,2,,,False,False,[],0,0
1-208757-B-2.wav,pig,animals,2,Arrgh.,Arrgh.,True,False,[],6,1
1-208757-C-2.wav,pig,animals,2,.,.,True,False,[],1,1
1-208757-D-2.wav,pig,animals,2,,,False,False,[],0,0
1-208757-E-2.wav,pig,animals,2,,,False,False,[],0,0
1-211527-A-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
1-211527-B-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
1-211527-C-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
1-21189-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-21421-A-46.wav,church_bells,exterior,46,Thank you.,,True,False,"['thank you', 'you']",10,2
1-21896-A-35.wav,washing_machine,interior,35,.,.,True,False,[],1,1
1-21934-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
1-21935-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
1-223162-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-22694-A-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
1-22694-B-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
1-22804-A-46.wav,church_bells,exterior,46,Thank you.,,True,False,"['thank you', 'you']",10,2
1-22882-A-44.wav,engine,exterior,44,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-23094-A-15.wav,water_drops,natural,15,Thank you.,,True,False,"['thank you', 'you']",10,2
1-23094-B-15.wav,water_drops,natural,15,,,False,False,[],0,0
1-23222-A-19.wav,thunderstorm,natural,19,BANG!,BANG!,True,False,[],5,1
1-23222-B-19.wav,thunderstorm,natural,19,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-23706-A-49.wav,hand_saw,exterior,49,,,False,False,[],0,0
1-23996-A-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
1-23996-B-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
1-24074-A-43.wav,car_horn,exterior,43,.,.,True,False,[],1,1
1-24076-A-43.wav,car_horn,exterior,43,.,.,True,False,[],1,1
1-24524-A-19.wav,thunderstorm,natural,19,Thank you.,,True,False,"['thank you', 'you']",10,2
1-24524-B-19.wav,thunderstorm,natural,19,Thank you.,,True,False,"['thank you', 'you']",10,2
1-24524-C-19.wav,thunderstorm,natural,19,,,False,False,[],0,0
1-24796-A-47.wav,airplane,exterior,47,heißling,heißling,True,False,[],8,1
1-254507-A-43.wav,car_horn,exterior,43,,,False,False,[],0,0
1-25777-A-48.wav,fireworks,exterior,48,,,False,False,[],0,0
1-25781-A-48.wav,fireworks,exterior,48,Thank you.,,True,False,"['thank you', 'you']",10,2
1-260640-A-2.wav,pig,animals,2,,,False,False,[],0,0
1-260640-B-2.wav,pig,animals,2,"Grunt, grunt, grunt. Dumbest in the world.","Grunt, grunt, grunt. Dumbest in world.",True,False,['the'],42,7
1-260640-C-2.wav,pig,animals,2,,,False,False,[],0,0
1-26143-A-21.wav,sneezing,human_non_speech,21,,,False,False,[],0,0
1-26176-A-43.wav,car_horn,exterior,43,,,False,False,[],0,0
1-26177-A-43.wav,car_horn,exterior,43,,,False,False,[],0,0
1-26188-A-30.wav,door_knock,interior,30,,,False,False,[],0,0
1-26222-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-26806-A-1.wav,rooster,animals,1,,,False,False,[],0,0
1-27165-A-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
1-27166-A-35.wav,washing_machine,interior,35,,,False,False,[],0,0
1-27403-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-27405-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-27724-A-1.wav,rooster,animals,1,,,False,False,[],0,0
1-28005-A-18.wav,toilet_flush,natural,18,,,False,False,[],0,0
1-28135-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
1-28135-B-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
1-28808-A-43.wav,car_horn,exterior,43,¶¶,¶¶,True,False,[],2,1
1-29532-A-16.wav,wind,natural,16,.,.,True,False,[],1,1
1-29561-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-29680-A-21.wav,sneezing,human_non_speech,21,Yeah.,Yeah.,True,False,[],5,1
1-30039-A-26.wav,laughing,human_non_speech,26,I would like to come to town.,I would like to come to town.,True,False,[],29,7
1-30043-A-26.wav,laughing,human_non_speech,26,,,False,False,[],0,0
1-30214-A-18.wav,toilet_flush,natural,18,,,False,False,[],0,0
1-30226-A-0.wav,dog,animals,0,"Ruff, ruff, ruff, ruff, ruff.","Ruff, ruff, ruff.",True,True,[],29,5
1-30344-A-0.wav,dog,animals,0,"woof, woof, woof, woof, woof, woof, woof.","woof, woof.",True,True,[],41,7
1-30709-A-23.wav,breathing,human_non_speech,23,Hoooooo.... Hoooooo.... Hoooooo....,Hoooooo....,True,True,[],35,3
1-30709-B-23.wav,breathing,human_non_speech,23,SIGHS,SIGHS,True,False,[],5,1
1-30709-C-23.wav,breathing,human_non_speech,23,,,False,False,[],0,0
1-30830-A-24.wav,coughing,human_non_speech,24,Thank you.,,True,False,"['thank you', 'you']",10,2
1-31251-A-6.wav,hen,animals,6,,,False,False,[],0,0
1-31251-B-6.wav,hen,animals,6,,,False,False,[],0,0
1-31482-A-42.wav,siren,exterior,42,,,False,False,[],0,0
1-31482-B-42.wav,siren,exterior,42,,,False,False,[],0,0
1-31748-A-21.wav,sneezing,human_non_speech,21,Hey!,Hey!,True,False,[],4,1
1-31836-A-4.wav,frog,animals,4,,,False,False,[],0,0
1-31836-B-4.wav,frog,animals,4,Thank you.,,True,False,"['thank you', 'you']",10,2
1-32318-A-0.wav,dog,animals,0,Woof!,Woof!,True,False,[],5,1
1-32373-A-35.wav,washing_machine,interior,35,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-32373-B-35.wav,washing_machine,interior,35,Thank you.,,True,False,"['thank you', 'you']",10,2
1-32579-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
1-33658-A-26.wav,laughing,human_non_speech,26,,,False,False,[],0,0
1-34094-A-5.wav,cat,animals,5,,,False,False,[],0,0
1-34094-B-5.wav,cat,animals,5,,,False,False,[],0,0
1-34119-A-1.wav,rooster,animals,1,,,False,False,[],0,0
1-34119-B-1.wav,rooster,animals,1,,,False,False,[],0,0
1-34495-A-14.wav,chirping_birds,natural,14,,,False,False,[],0,0
1-34497-A-14.wav,chirping_birds,natural,14,Thank you.,,True,False,"['thank you', 'you']",10,2
1-34853-A-37.wav,clock_alarm,interior,37,,,False,False,[],0,0
1-35687-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
1-36164-A-26.wav,laughing,human_non_speech,26,I don't know.,I don't know.,True,False,[],13,3
1-36164-B-26.wav,laughing,human_non_speech,26,laughing,laughing,True,False,[],8,1
1-36393-A-23.wav,breathing,human_non_speech,23,You,,True,False,['you'],3,1
1-36397-A-23.wav,breathing,human_non_speech,23,,,False,False,[],0,0
1-36400-A-23.wav,breathing,human_non_speech,23,Oh,Oh,True,False,[],2,1
1-36402-A-23.wav,breathing,human_non_speech,23,,,False,False,[],0,0
1-36929-A-47.wav,airplane,exterior,47,Thank you.,,True,False,"['thank you', 'you']",10,2
1-37226-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
1-38559-A-14.wav,chirping_birds,natural,14,Thank you.,,True,False,"['thank you', 'you']",10,2
1-38560-A-14.wav,chirping_birds,natural,14,Thank you.,,True,False,"['thank you', 'you']",10,2
1-39835-A-9.wav,crow,animals,9,Meow! Meow! Meow! Meow!,Meow!,True,True,[],23,4
1-39835-B-9.wav,crow,animals,9,,,False,False,[],0,0
1-39901-A-11.wav,sea_waves,natural,11,I don't know.,I don't know.,True,False,[],13,3
1-39901-B-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
1-39923-A-1.wav,rooster,animals,1,AHHHHHHHHHHHHH,AHHHHHHHHHHHHH,True,False,[],14,1
1-39937-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-40154-A-46.wav,church_bells,exterior,46,© BF-WATCH TV 2021,© BF-WATCH TV 2021,True,False,[],18,4
1-40621-A-28.wav,snoring,human_non_speech,28,.,.,True,False,[],1,1
1-40730-A-1.wav,rooster,animals,1,,,False,False,[],0,0
1-40967-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-41615-A-34.wav,can_opening,interior,34,Thank you.,,True,False,"['thank you', 'you']",10,2
1-4211-A-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
1-42139-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
1-43382-A-1.wav,rooster,animals,1,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-43760-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
1-43764-A-34.wav,can_opening,interior,34,Thank you.,,True,False,"['thank you', 'you']",10,2
1-43807-A-47.wav,airplane,exterior,47,,,False,False,[],0,0
1-43807-B-47.wav,airplane,exterior,47,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-43807-C-47.wav,airplane,exterior,47,Thank you.,,True,False,"['thank you', 'you']",10,2
1-43807-D-47.wav,airplane,exterior,47,Oh,Oh,True,False,[],2,1
1-44831-A-1.wav,rooster,animals,1,,,False,False,[],0,0
1-45641-A-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
1-45645-A-31.wav,mouse_click,interior,31,Thank you.,,True,False,"['thank you', 'you']",10,2
1-46040-A-14.wav,chirping_birds,natural,14,"Oh, oh, oh, oh, oh, oh, oh.","Oh, oh, oh.",True,True,[],27,7
1-46272-A-12.wav,crackling_fire,natural,12,Thank you.,,True,False,"['thank you', 'you']",10,2
1-46274-A-18.wav,toilet_flush,natural,18,,,False,False,[],0,0
1-46353-A-49.wav,hand_saw,exterior,49,Go! Go! Go! Go!,Go!,True,True,[],15,4
1-46744-A-36.wav,vacuum_cleaner,interior,36,,,False,False,[],0,0
1-46938-A-7.wav,insects,animals,7,,,False,False,[],0,0
1-46938-B-7.wav,insects,animals,7,,,False,False,[],0,0
1-47250-A-41.wav,chainsaw,exterior,41,,,False,False,[],0,0
1-47250-B-41.wav,chainsaw,exterior,41,,,False,False,[],0,0
1-47273-A-21.wav,sneezing,human_non_speech,21,Pfft!,Pfft!,True,False,[],5,1
1-47274-A-21.wav,sneezing,human_non_speech,21,Yahoo!,Yahoo!,True,False,[],6,1
1-47709-A-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
1-47714-A-16.wav,wind,natural,16,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-47819-A-5.wav,cat,animals,5,Meow,Meow,True,False,[],4,1
1-47819-B-5.wav,cat,animals,5,Meow. Meow.,Meow. Meow.,True,False,[],11,2
1-47819-C-5.wav,cat,animals,5,Meow.,Meow.,True,False,[],5,1
1-47923-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-48298-A-46.wav,church_bells,exterior,46,,,False,False,[],0,0
1-48413-A-38.wav,clock_tick,interior,38,Thank you.,,True,False,"['thank you', 'you']",10,2
1-49098-A-35.wav,washing_machine,interior,35,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-49409-A-8.wav,sheep,animals,8,,,False,False,[],0,0
1-49409-B-8.wav,sheep,animals,8,,,False,False,[],0,0
1-50060-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-50454-A-44.wav,engine,exterior,44,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-50455-A-44.wav,engine,exterior,44,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-50623-A-15.wav,water_drops,natural,15,Thank you.,,True,False,"['thank you', 'you']",10,2
1-50625-A-17.wav,pouring_water,natural,17,,,False,False,[],0,0
1-50661-A-44.wav,engine,exterior,44,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-50688-A-17.wav,pouring_water,natural,17,,,False,False,[],0,0
1-51035-A-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
1-51036-A-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
1-51037-A-16.wav,wind,natural,16,Thank you.,,True,False,"['thank you', 'you']",10,2
1-51147-A-25.wav,footsteps,human_non_speech,25,Thank you.,,True,False,"['thank you', 'you']",10,2
1-51170-A-18.wav,toilet_flush,natural,18,.,.,True,False,[],1,1
1-51433-A-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
1-51436-A-17.wav,pouring_water,natural,17,,,False,False,[],0,0
1-51805-A-33.wav,door_wood_creaks,interior,33,Meow! Meow!,Meow! Meow!,True,False,[],11,2
1-51805-B-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-51805-C-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-51805-D-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-51805-E-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-51805-F-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-51805-G-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-51805-H-33.wav,door_wood_creaks,interior,33,,,False,False,[],0,0
1-52266-A-24.wav,coughing,human_non_speech,24,Thank you.,,True,False,"['thank you', 'you']",10,2
1-52290-A-30.wav,door_knock,interior,30,I'll see you next time.,I'll see next time.,True,False,['you'],23,5
1-52323-A-24.wav,coughing,human_non_speech,24,Thank you.,,True,False,"['thank you', 'you']",10,2
1-53444-A-28.wav,snoring,human_non_speech,28,,,False,False,[],0,0
1-53467-A-47.wav,airplane,exterior,47,,,False,False,[],0,0
1-53501-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
1-53663-A-24.wav,coughing,human_non_speech,24,"Cough, cough, cough, cough.","Cough, cough, cough, cough.",True,True,[],27,4
1-53670-A-18.wav,toilet_flush,natural,18,,,False,False,[],0,0
1-54065-A-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
1-54065-B-45.wav,train,exterior,45,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-54084-A-42.wav,siren,exterior,42,,,False,False,[],0,0
1-54505-A-21.wav,sneezing,human_non_speech,21,,,False,False,[],0,0
1-54747-A-46.wav,church_bells,exterior,46,Thank you.,,True,False,"['thank you', 'you']",10,2
1-54752-A-18.wav,toilet_flush,natural,18,.,.,True,False,[],1,1
1-54918-A-14.wav,chirping_birds,natural,14,,,False,False,[],0,0
1-54918-B-14.wav,chirping_birds,natural,14,,,False,False,[],0,0
1-54958-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-56233-A-9.wav,crow,animals,9,,,False,False,[],0,0
1-56234-A-9.wav,crow,animals,9,,,False,False,[],0,0
1-56269-A-18.wav,toilet_flush,natural,18,.,.,True,False,[],1,1
1-56270-A-29.wav,drinking_sipping,human_non_speech,29,Bloopers Sigh,Bloopers Sigh,True,False,[],13,2
1-56311-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-56380-A-5.wav,cat,animals,5,,,False,False,[],0,0
1-56380-B-5.wav,cat,animals,5,Meow! Meow! Meow!,Meow!,True,True,[],17,3
1-56907-A-46.wav,church_bells,exterior,46,Thank you.,,True,False,"['thank you', 'you']",10,2
1-57163-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
1-57316-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-57318-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-57795-A-8.wav,sheep,animals,8,Mmm. Mmm. Mmm. Mmm.,Mmm.,True,True,[],19,4
1-58277-A-3.wav,cow,animals,3,,,False,False,[],0,0
1-58792-A-24.wav,coughing,human_non_speech,24,you,,True,False,['you'],3,1
1-58846-A-34.wav,can_opening,interior,34,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-58923-A-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
1-58923-B-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
1-59102-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-59324-A-21.wav,sneezing,human_non_speech,21,,,False,False,[],0,0
1-59513-A-0.wav,dog,animals,0,,,False,False,[],0,0
1-5996-A-6.wav,hen,animals,6,,,False,False,[],0,0
1-60460-A-36.wav,vacuum_cleaner,interior,36,,,False,False,[],0,0
1-60676-A-34.wav,can_opening,interior,34,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-60997-A-20.wav,crying_baby,human_non_speech,20,Aaaaaaah! Aaaaaaah!,Aaaaaaah! Aaaaaaah!,True,False,[],19,2
1-60997-B-20.wav,crying_baby,human_non_speech,20,,,False,False,[],0,0
1-61212-A-32.wav,keyboard_typing,interior,32,,,False,False,[],0,0
1-61221-A-17.wav,pouring_water,natural,17,,,False,False,[],0,0
1-61252-A-11.wav,sea_waves,natural,11,Thank you.,,True,False,"['thank you', 'you']",10,2
1-61261-A-44.wav,engine,exterior,44,,,False,False,[],0,0
1-61534-A-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
1-62509-A-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
1-62565-A-44.wav,engine,exterior,44,Thanks for watching!,!,True,False,['thanks for watching'],20,3
1-62594-A-32.wav,keyboard_typing,interior,32,Thank you.,,True,False,"['thank you', 'you']",10,2
1-62849-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
1-62850-A-38.wav,clock_tick,interior,38,,,False,False,[],0,0
1-63679-A-24.wav,coughing,human_non_speech,24,"Cough, cough. Cough, cough.","Cough, cough. Cough, cough.",True,False,[],27,4
1-63871-A-10.wav,rain,natural,10,Thank you.,,True,False,"['thank you', 'you']",10,2
1-64398-A-41.wav,chainsaw,exterior,41,.,.,True,False,[],1,1
1-64398-B-41.wav,chainsaw,exterior,41,Yin,Yin,True,False,[],3,1
1-64473-A-45.wav,train,exterior,45,Thank you.,,True,False,"['thank you', 'you']",10,2
1-65483-A-13.wav,crickets,natural,13,Thank you.,,True,False,"['thank you', 'you']",10,2
1-67033-A-37.wav,clock_alarm,interior,37,Thank you.,,True,False,"['thank you', 'you']",10,2
1-67152-A-17.wav,pouring_water,natural,17,Thank you.,,True,False,"['thank you', 'you']",10,2
1-67230-A-29.wav,drinking_sipping,human_non_speech,29,,,False,False,[],0,0
1-67432-A-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
1-68628-A-27.wav,brushing_teeth,human_non_speech,27,,,False,False,[],0,0
